ma_uc,stt,ma_phan_he,phan_he,ten_uc,actor_chinh,actor_phu,bi_danh,bmt,so_trans,do_phuc_tap,la_tu_dong,pham_vi,trang_thai,nhom_excel,ghi_chu
UC-2041,2041,BCTK,BÁO CÁO THỐNG KÊ,"Báo cáo tổng hợp dữ liệu theo các tiêu chí (ngành nghề kinh doanh, tỉnh, phố; mã hình thức cấp tín dung; mã thời cấp tín dụng, …)",CB-KSDL,,,B,4,Trung bình,,,,,
UC-2042,2042,BCTK,BÁO CÁO THỐNG KÊ,"Báo cáo tiến trình xử lý dữ liệu (nhật ký, thời gian, tình trạng xử lý, …)",CB-KSDL,,,B,4,Trung bình,,,,,
UC-2043,2043,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo tổng hợp công việc theo cán bộ CIC,CB-KSDL,,,B,4,Trung bình,,,,,
UC-2044,2044,BCTK,BÁO CÁO THỐNG KÊ,"Báo cáo tổng hợp dữ liệu toàn kho. Ví dụ: tổng dư nợ, tổng số khách hàng",CB-KSDL,,,B,4,Trung bình,,,,,
UC-2045,2045,BCTK,BÁO CÁO THỐNG KÊ,"Tổng hợp tình hình tiếp nhận, xử lý dữ liệu theo tài khoản đăng nhập",QTHT,,,B,4,Trung bình,,,,,
UC-2046,2046,BCTK,BÁO CÁO THỐNG KÊ,Thống kê công việc cần xử lý theo tài khoản đăng nhập,QTHT,,,B,4,Trung bình,,,,,
UC-2047,2047,BCTK,BÁO CÁO THỐNG KÊ,Sơ đồ thể hiện mối quan hệ của khách hàng vay và người có liên quan,QTHT,,,B,4,Trung bình,,,,,
UC-2048,2048,BCTK,BÁO CÁO THỐNG KÊ,"Sơ đồ về mối liên hệ thông tin bảo đảm cấp dụng được cấp chung cho khách hàng, hợp đồng.",QTHT,,,B,4,Trung bình,,,,,
UC-2049,2049,BCTK,BÁO CÁO THỐNG KÊ,"Dashboard phục vụ quản trị tiến độ công việc: số lượng yêu cầu đã tiếp nhận, chưa xử lý; trao đổi phản hồi chưa kết thúc;...",QTHT,,,B,4,Trung bình,,,,,
UC-2050,2050,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo kiểm soát chất lượng theo tình trạng và kết quả xử lý cảnh báo,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2051,2051,BCTK,BÁO CÁO THỐNG KÊ,Thống kê cảnh báo kiếm soát chất lượng,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2052,2052,BCTK,BÁO CÁO THỐNG KÊ,"Thống kê số lượng, tình trạng, tỷ lệ xử lý các yêu cầu theo từng đơn vị khai thác, cán bộ.","CB-TLSP, LĐ-TLSP (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2053,2053,BCTK,BÁO CÁO THỐNG KÊ,"Thống kê số lượng tình trạng xử lý tạo lập sản phẩm theo từng đơn vị khai thác, cán bộ.","CB-TLSP, LĐ-TLSP (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2054,2054,BCTK,BÁO CÁO THỐNG KÊ,"Thông kê số lượng báo cáo, bài viết đã khai thác theo từng đơn vị khai thác, cán bộ.","CB-TLSP, LĐ-TLSP (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2055,2055,BCTK,BÁO CÁO THỐNG KÊ,"Thống kê số lượng, tình trạng thực hiện tra soát phản hồi về báo cáo, bài viết đã cung cấp.","CB-TLSP, LĐ-TLSP (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2056,2056,BCTK,BÁO CÁO THỐNG KÊ,"Thống kê số lượng, danh sách sản phẩm sử dụng kết quả chấm điểm thể nhân theo khoảng thời gian","CB-TLSP, LĐ-TLSP (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2057,2057,BCTK,BÁO CÁO THỐNG KÊ,"Thống kê danh sách sản phẩm sử dụng kết quả xếp hạng tín dụng, chỉ số PD theo khoảng thời gian","CB-TLSP, LĐ-TLSP (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2058,2058,BCTK,BÁO CÁO THỐNG KÊ,Thống kê thời điểm tiếp nhận yêu cầu và thời điểm xử lý tại các bước theo từng yêu cầu tra cứu/hỏi tin của đơn vị. Hệ thống tự động tính toán khoảng thời gian xử lý giữa các bước.,"CB-TLSP, LĐ-TLSP (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2059,2059,BCTK,BÁO CÁO THỐNG KÊ,Thống kê doanh thu của từng loại sản phẩm đã cung cấp.,"CB-TLSP, LĐ-TLSP (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2060,2060,BCTK,BÁO CÁO THỐNG KÊ,"Thống kê số lượng khách hàng cung cấp, tình trạng hợp đồng cung cấp thông tin.","CB-TLSP, LĐ-TLSP (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2061,2061,BCTK,BÁO CÁO THỐNG KÊ,Thống kê tình trạng khai thác sản phẩm.,"CB-TLSP, LĐ-TLSP (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2062,2062,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo tình trạng khách hàng là doanh nghiệp,"CB-TLSP, LĐ-TLSP (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2063,2063,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo tình trạng khách hàng là cá nhân,"CB-TLSP, LĐ-TLSP (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2064,2064,BCTK,BÁO CÁO THỐNG KÊ,"Thống kê số lượng, tình trạng, thời gian xử lý báo cáo tài chính thu thập được","CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2065,2065,BCTK,BÁO CÁO THỐNG KÊ,Thống kê các mã CIC có thay đổi dữ liệu và chưa thực hiện chấm điểm thể nhân kể từ thời điểm thay đổi.,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2066,2066,BCTK,BÁO CÁO THỐNG KÊ,Thống kê các mã CIC trong CSDL mà chưa có kết quả chấm điểm tại một thời điểm.,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2067,2067,BCTK,BÁO CÁO THỐNG KÊ,Thống kê tình hình thay đổi hạng của các mã CIC tại hai kỳ dữ liệu,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2068,2068,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo chi tiết chấm điểm thể nhân,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2069,2069,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo KH điều chỉnh,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2070,2070,BCTK,BÁO CÁO THỐNG KÊ,"Thống kê kết quả xếp hạng, tình trạng thay đổi kết quả xếp hạng của doanh nghiệp tại hai kỳ dữ liệu","CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2071,2071,BCTK,BÁO CÁO THỐNG KÊ,Thống kê tình trạng xếp hạng tín dụng của doanh nghiệp,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2072,2072,BCTK,BÁO CÁO THỐNG KÊ,Thống kê danh sách doanh nghiệp thay đổi báo cáo tài chính chuẩn mà chưa thực hiện xếp hạng tín dụng kể từ thời điểm thay đổi,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2073,2073,BCTK,BÁO CÁO THỐNG KÊ,"Thống kê số yêu cầu trao đổi, số lần thực hiện trao đổi, số lượng đã xử lý của cán bộ thực hiện theo từng kỳ.","CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2074,2074,BCTK,BÁO CÁO THỐNG KÊ,"Thống kê tình trạng, thời gian, kết quả xử lý của từng lần trao đổi","CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2075,2075,BCTK,BÁO CÁO THỐNG KÊ,"Thống kê số lượng, đơn giá sản phẩm, doanh thu theo đơn vị khai thác theo khoảng thời gian tự chọn","CB-TLSP, LĐ-TLSP (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2076,2076,BCTK,BÁO CÁO THỐNG KÊ,"Thống kê số lượng khai thác, doanh thu, tần suất, … theo từng chỉ tiêu được cung cấp trong các sản phẩm đầu ra","CB-TLSP, LĐ-TLSP (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2077,2077,BCTK,BÁO CÁO THỐNG KÊ,"Thống kê số lượng khai thác, doanh thu, … theo từng sản phẩm","CB-TLSP, LĐ-TLSP (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2078,2078,BCTK,BÁO CÁO THỐNG KÊ,"Thống kê danh mục sản phẩm, mức giá, thời gian áp dụng, đối tượng sử dụng","CB-TLSP, LĐ-TLSP (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2079,2079,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo thống kê để phục vụ cán bộ kiểm tra dữ liệu giữa kho và tệp báo cáo.,"CB-TLSP, LĐ-TLSP (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2080,2080,BCTK,BÁO CÁO THỐNG KÊ,"Báo cáo thống kê để phục vụ cán bộ kiểm tra, theo dõi tình trạng xử lý trong quá trình thu thập và xử lý dữ liệu","CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2081,2081,BCTK,BÁO CÁO THỐNG KÊ,Dashboard hỗ trợ theo dõi tình hình trao đổi dữ liệu của các kênh,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2082,2082,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo đối soát dữ liệu giữa Core và các kênh trao đổi,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2083,2083,BCTK,BÁO CÁO THỐNG KÊ,Thống kê danh sách kênh đang hoạt động,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2084,2084,BCTK,BÁO CÁO THỐNG KÊ,Thống kê tình hình trao đổi dữ liệu,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2085,2085,BCTK,BÁO CÁO THỐNG KÊ,Thống kê danh sách yêu cầu tra soát đã gửi/nhận,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2086,2086,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo tổng hợp số liệu theo từng nghiệp vụ,QTHT,,,B,4,Trung bình,,,,,
UC-2087,2087,BCTK,BÁO CÁO THỐNG KÊ,Thống kê chi tiết số liệu theo từng nghiệp vụ,QTHT,,,B,4,Trung bình,,,,,
UC-2088,2088,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo thống kê đổi soát so sánh dữ liệu,QTHT,,,B,4,Trung bình,,,,,
UC-2089,2089,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo thống kê trại thái đối soát,QTHT,,,B,4,Trung bình,,,,,
UC-2090,2090,BCTK,BÁO CÁO THỐNG KÊ,Dashboard thống kê theo dõi trại thái đối soát,QTHT,,,B,4,Trung bình,,,,,
UC-2091,2091,BCTK,BÁO CÁO THỐNG KÊ,Thống kê tần suất gửi báo cáo của từng TCTD,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2092,2092,BCTK,BÁO CÁO THỐNG KÊ,Thống kê khoảng cách giữa ngày dữ liệu (ngày báo cáo) và ngày gửi báo cáo,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2093,2093,BCTK,BÁO CÁO THỐNG KÊ,Thống kê khoảng cách giữa thời điểm gửi báo cáo và thời điểm tệp báo cáo hoàn tất xử lý tự động,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2094,2094,BCTK,BÁO CÁO THỐNG KÊ,"Thống kê thời gian cán bộ xử lý theo từng hồ sơ lỗi, hồ sơ xem xét","CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2095,2095,BCTK,BÁO CÁO THỐNG KÊ,Thống kê tỉ lệ chấp nhận các mã lỗi,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2096,2096,BCTK,BÁO CÁO THỐNG KÊ,Thống kê số lượng dữ liệu tại các bước xử lý theo từng tệp báo cáo,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2097,2097,BCTK,BÁO CÁO THỐNG KÊ,"Thống kê thời gian xử lý hồ sơ lỗi, hồ sơ xem xét của từng cán bộ","CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2098,2098,BCTK,BÁO CÁO THỐNG KÊ,Đối chiếu dữ liệu chốt toàn kho của kỳ này với dữ liệu đã chốt của các kỳ liền trước,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2099,2099,BCTK,BÁO CÁO THỐNG KÊ,Thống kê tần suất điều chỉnh,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2100,2100,BCTK,BÁO CÁO THỐNG KÊ,Thống kê tỷ lệ dữ liệu được điều chỉnh,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2101,2101,BCTK,BÁO CÁO THỐNG KÊ,"Thống kê mức độ biến động chỉ tiêu trước và sau điều chỉnh, lý do điều chỉnh","CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2102,2102,BCTK,BÁO CÁO THỐNG KÊ,"Thống kê thời gian xử lý, trạng thái xử lý điều chỉnh dữ liệu theo từng yêu cầu/phương án điều chỉnh.","CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2103,2103,BCTK,BÁO CÁO THỐNG KÊ,Thống kê các sản phẩm TTTD có dữ liệu bị điều chỉnh sau thời điểm tạo lập cuối cùng,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2104,2104,BCTK,BÁO CÁO THỐNG KÊ,Thống kê thời điểm tiếp nhận yêu cầu và thời điểm xử lý tại các bước theo từng yêu cầu tra cứu/hỏi tin của đơn vị/khách hàng,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2105,2105,BCTK,BÁO CÁO THỐNG KÊ,Thống kê tạo lập lại sản phẩm mà không thực hiện điều chỉnh kể từ thời điểm tạo lập gần nhất,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2106,2106,BCTK,BÁO CÁO THỐNG KÊ,"Thống kê danh sách những hồ sơ có dữ liệu cung cấp báo cáo khác với dữ liệu nguồn để kiểm soát chương trình làm mất dữ liệu, sai dữ liệu…","CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2107,2107,BCTK,BÁO CÁO THỐNG KÊ,Thống kê tỷ lệ khiếu nại theo nguồn dữ liệu để đánh giá mức độ tin cậy của nguồn dữ liệu.,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2108,2108,BCTK,BÁO CÁO THỐNG KÊ,Thống kê tỷ lệ khách hàng được hỏi tin so với số lượng khách hàng phát sinh mới trong cùng kỳ,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2109,2109,BCTK,BÁO CÁO THỐNG KÊ,Thống kê tỷ lệ báo cáo phải tạo lập lại trên tổng số báo cáo đã tạo lập theo TCTD có dữ liệu điều chỉnh,"CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2110,2110,BCTK,BÁO CÁO THỐNG KÊ,"Thống kê số lượng yêu cầu hỏi tin đã tiếp nhận, số lượng đã được tạo lập, cung cấp của từng đơn vị khai thác theo kỳ báo cáo","CB-TTXLDL, LĐ-TTXLDL, LĐP-TTXLDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2111,2111,BCTK,BÁO CÁO THỐNG KÊ,Thống kê tần suất trao đổi trao đổi/tra soát/phản hồi thông tin của phòng ban/cá nhân theo từng loại nghiệp vụ,QTHT,,,B,4,Trung bình,,,,,
UC-2112,2112,BCTK,BÁO CÁO THỐNG KÊ,"Thống kê tần suất trao đổi dữ liệu với các hệ thống khác (M5, C06, hệ thống của các TCTD, ...) qua các kênh giao tiếp (API, H2H, ...)",QTHT,,,B,4,Trung bình,,,,,
UC-2113,2113,BCTK,BÁO CÁO THỐNG KÊ,Thống kê danh sách trao đổi chi tiết,QTHT,,,B,4,Trung bình,,,,,
UC-2114,2114,BCTK,BÁO CÁO THỐNG KÊ,"Thống kê số lượng gói tin đã tiếp nhận/gửi, số lượng gói tin đã xử lý, thời gian xử lý theo hệ thống và kênh giao tiếp.",QTHT,,,B,4,Trung bình,,,,,
UC-2115,2115,BCTK,BÁO CÁO THỐNG KÊ,"Thống kê số yêu cầu trao đổi, số lần thực hiện trao đổi, số lượng đã xử lý của đơn vị/phòng ban/cán bộ thực hiện theo từng kỳ",QTHT,,,B,4,Trung bình,,,,,
UC-2116,2116,BCTK,BÁO CÁO THỐNG KÊ,"Thống kê tình trạng, thời gian, kết quả xử lý của từng gói tin",QTHT,,,B,4,Trung bình,,,,,
UC-2117,2117,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo thống kê mã danh mục theo nhiều tiêu chí,QTHT,,,B,4,Trung bình,,,,,
UC-2118,2118,BCTK,BÁO CÁO THỐNG KÊ,"Thống kê lịch sử cập nhật, đồng bộ dữ liệu theo từng loại danh mục",QTHT,,,B,4,Trung bình,,,,,
UC-2119,2119,BCTK,BÁO CÁO THỐNG KÊ,Báo cáo thống kê danh sách quyền theo nhiều tiêu chí,QTHT,,,B,4,Trung bình,,,,,
UC-2120,2120,BCTK,BÁO CÁO THỐNG KÊ,Theo dõi lịch sử phân quyền,QTHT,,,B,4,Trung bình,,,,,
UC-2121,2121,BCTK,BÁO CÁO THỐNG KÊ,Thống kê lịch sử truy cập và thao tác dữ liệu của người sử dụng,QTHT,,,B,4,Trung bình,,,,,
UC-2122,2122,QTDL,QUẢN TRỊ DỮ LIỆU,Tra cứu thông tin đặc tính dữ liệu (metadata),"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,3,Đơn giản,,,,,
UC-2123,2123,QTDL,QUẢN TRỊ DỮ LIỆU,Cập nhật thông tin về đặc tính dữ liệu,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,2,Đơn giản,,,,,
UC-2124,2124,QTDL,QUẢN TRỊ DỮ LIỆU,Quản lý danh sách thông tin tài sản nghiệp vụ cần quản trị,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2125,2125,QTDL,QUẢN TRỊ DỮ LIỆU,Tra cứu danh sách thông tin tài sản nghiệp vụ cần quản trị,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,3,Đơn giản,,,,,
UC-2126,2126,QTDL,QUẢN TRỊ DỮ LIỆU,Cấu hình thông tin thuộc tính của tài sản nghiệp vụ cần quản trị,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,3,Đơn giản,,,,,
UC-2127,2127,QTDL,QUẢN TRỊ DỮ LIỆU,Tra cứu thông tin cấu hình thông tin thuộc tính của tài sản nghiệp vụ cần quản trị,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,3,Đơn giản,,,,,
UC-2128,2128,QTDL,QUẢN TRỊ DỮ LIỆU,"Hệ thống tự động thực hiện các nghiệp vụ kiểm soát, theo dõi về tài sản nghiệp vụ","CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,2,Đơn giản,,,,,
UC-2129,2129,QTDL,QUẢN TRỊ DỮ LIỆU,Tra cứu/Khai thác thông tin quản trị dữ liệu về tài sản nghiệp vụ,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,3,Đơn giản,,,,,
UC-2130,2130,QTDL,QUẢN TRỊ DỮ LIỆU,"Hệ thống tự động thực hiện các nghiệp vụ kiểm soát, theo dõi về tài sản kỹ thuật","CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,2,Đơn giản,,,,,
UC-2131,2131,QTDL,QUẢN TRỊ DỮ LIỆU,Cập nhật thông tin giá trị về tài sản kỹ thuật,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,2,Đơn giản,,,,,
UC-2132,2132,QTDL,QUẢN TRỊ DỮ LIỆU,Tra cứu/khai thác thông tin quản trị dữ liệu về tài sản kỹ thuật,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,3,Đơn giản,,,,,
UC-2133,2133,QTDL,QUẢN TRỊ DỮ LIỆU,Tra cứu/Khai thác thông tin quản trị dữ liệu về tài sản nghiệp vụ và tài sản kỹ thuật,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,3,Đơn giản,,,,,
UC-2134,2134,QTDL,QUẢN TRỊ DỮ LIỆU,Quản lý danh sách thông tin loại dữ liệu cần theo dõi dòng dữ liệu,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,4,Trung bình,,,,,
UC-2135,2135,QTDL,QUẢN TRỊ DỮ LIỆU,Tra cứu danh sách thông tin loại dữ liệu cần theo dõi dòng dữ liệu,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,3,Đơn giản,,,,,
UC-2136,2136,QTDL,QUẢN TRỊ DỮ LIỆU,"Hệ thống tự động thực hiện các nghiệp vụ kiểm soát, theo dõi vòng đời của dữ liệu","CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,2,Đơn giản,,,,,
UC-2137,2137,QTDL,QUẢN TRỊ DỮ LIỆU,Tra cứu/Khai thác lược đồ về luồng dữ liệu,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,3,Đơn giản,,,,,
UC-2138,2138,QTDL,QUẢN TRỊ DỮ LIỆU,Thiết lập bộ tiêu chí đánh giá chất lượng dữ liệu,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,3,Đơn giản,,,,,
UC-2139,2139,QTDL,QUẢN TRỊ DỮ LIỆU,Tra cứu bộ tiêu chí đánh giá chất lượng dữ liệu,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,2,Đơn giản,,,,,
UC-2140,2140,QTDL,QUẢN TRỊ DỮ LIỆU,Thiết lập quy tắc về chất lượng tài sản nghiệp vụ,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,3,Đơn giản,,,,,
UC-2141,2141,QTDL,QUẢN TRỊ DỮ LIỆU,Tra cứu thông tin quy tắc về chất lượng tài sản nghiệp vụ,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,2,Đơn giản,,,,,
UC-2142,2142,QTDL,QUẢN TRỊ DỮ LIỆU,Thiết lập quy tắc về chất lượng tài sản kỹ thuật,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,3,Đơn giản,,,,,
UC-2143,2143,QTDL,QUẢN TRỊ DỮ LIỆU,Tra cứu thông tin quy tắc về chất lượng tài sản kỹ thuật,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,3,Đơn giản,,,,,
UC-2144,2144,QTDL,QUẢN TRỊ DỮ LIỆU,Thiết lập các ngưỡng đánh giá chất lượng dữ liệu,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,3,Đơn giản,,,,,
UC-2145,2145,QTDL,QUẢN TRỊ DỮ LIỆU,Tra cứu ngưỡng đánh giá chất lượng dữ liệu,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,3,Đơn giản,,,,,
UC-2146,2146,QTDL,QUẢN TRỊ DỮ LIỆU,Thiết lập các quy tắc quản lý chất lượng dữ liệu,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,3,Đơn giản,,,,,
UC-2147,2147,QTDL,QUẢN TRỊ DỮ LIỆU,Tra cứu các quy tắc quản lý chất lượng dữ liệu,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,3,Đơn giản,,,,,
UC-2148,2148,QTDL,QUẢN TRỊ DỮ LIỆU,Đánh giá và xử lý các vấn đề về chất lượng dữ liệu,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,3,Đơn giản,,,,,
UC-2149,2149,QTDL,QUẢN TRỊ DỮ LIỆU,Hệ thống tự động thực hiện rà soát và tự động tạo thông báo vượt ngưỡng khi có tiêu chí đánh giá chất lượng vượt ngưỡng cho phép cấp 1,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,2,Đơn giản,,,,,
UC-2150,2150,QTDL,QUẢN TRỊ DỮ LIỆU,Hệ thống tự động thực hiện rà soát và tự động tạo thông báo vượt ngưỡng khi có tiêu chí đánh giá chất lượng vượt ngưỡng cho phép cấp 2,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,2,Đơn giản,,,,,
UC-2151,2151,QTDL,QUẢN TRỊ DỮ LIỆU,Tra cứu thông báo cảnh báo vượt ngưỡng,"CB-KSDL, LĐP-KSDL (gọi chung là Người dùng)",,,B,3,Đơn giản,,,,,
